                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                  0.897,                 2.5683,                 1.4308,                0.38012,                0.40172,                0.33912,                0.26838,                0.78633,                 1.9198,                 1.2995,               0.070074,              0.0033251,              0.0033251
                      1,                0.85594,                 1.8675,                 1.3628,                0.38546,                0.35621,                0.32076,                0.24407,                0.91699,                 1.9662,                  1.422,               0.040041,              0.0066255,              0.0066255
                      2,                0.95872,                 1.9215,                 1.4361,                0.28772,                0.35205,                0.23315,                0.16947,                 1.1347,                 2.5122,                 1.6176,              0.0099748,              0.0098929,              0.0098929
                      3,                 1.1195,                 2.1399,                 1.5682,                0.26804,                0.30318,                0.19683,                0.13884,                 1.2251,                 2.5392,                   1.71,              0.0098515,              0.0098515,              0.0098515
                      4,                  1.128,                 2.1114,                 1.5768,                0.33612,                0.27152,                0.23429,                0.16814,                  1.116,                 2.3954,                 1.6031,              0.0098515,              0.0098515,              0.0098515
                      5,                 1.0937,                 2.0399,                 1.5551,                0.31107,                0.29679,                0.23126,                 0.1641,                 1.1295,                 2.3035,                 1.6144,               0.009802,               0.009802,               0.009802
                      6,                 1.0716,                 1.9592,                 1.5303,                0.36595,                0.33476,                0.28172,                0.20817,                  1.079,                 2.1065,                 1.5693,              0.0097525,              0.0097525,              0.0097525
                      7,                 1.0432,                 1.9228,                 1.5175,                0.39926,                 0.3232,                0.31201,                0.22488,                 1.0766,                  2.087,                 1.5631,               0.009703,               0.009703,               0.009703
                      8,                 1.0207,                 1.8605,                 1.4982,                0.45025,                0.28329,                0.28775,                0.21648,                 1.0482,                 2.1699,                 1.5507,              0.0096535,              0.0096535,              0.0096535
                      9,                  1.003,                 1.8041,                 1.4765,                0.40178,                0.37776,                0.34016,                0.26008,                 1.0079,                 1.9871,                 1.5078,               0.009604,               0.009604,               0.009604
                     10,                 0.9768,                  1.739,                 1.4606,                0.47978,                0.37062,                0.38606,                0.29714,                0.97811,                   1.84,                 1.4703,              0.0095545,              0.0095545,              0.0095545
                     11,                 0.9515,                 1.7026,                 1.4423,                0.50545,                 0.3779,                0.37953,                0.29078,                0.97545,                  1.888,                 1.4793,               0.009505,               0.009505,               0.009505
                     12,                0.93983,                 1.6724,                  1.431,                0.55174,                0.39021,                0.41458,                0.32014,                0.96026,                 1.7953,                 1.4775,              0.0094555,              0.0094555,              0.0094555
                     13,                0.93263,                 1.6439,                 1.4314,                0.48973,                0.39155,                0.37321,                 0.2877,                0.96022,                 1.8994,                 1.4805,               0.009406,               0.009406,               0.009406
