                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                  1.819,                 3.3872,                 2.2024,                0.35761,                0.09244,                0.02791,                0.00767,                 2.5576,                 12.184,                  3.225,               0.067258,             0.00033073,             0.00033073
                      1,                 1.7689,                 3.0284,                 2.1738,                0.31469,                0.07125,                0.05469,                0.01537,                 2.3013,                 3.7422,                 2.7617,               0.034255,             0.00066078,             0.00066078
                      2,                 1.7515,                 2.9472,                 2.1667,                0.29161,                0.13122,                0.05192,                0.01968,                 2.1938,                 3.9809,                 2.5071,              0.0012479,             0.00098752,             0.00098752
                      3,                  1.727,                 2.9085,                 2.1472,                0.19746,                0.17767,                0.06992,                0.02999,                 1.9519,                 3.7977,                 2.3356,             0.00098515,             0.00098515,             0.00098515
                      4,                 1.7117,                 2.8658,                 2.1236,                0.20107,                0.20355,                 0.0826,                0.03457,                 1.9582,                  3.356,                 2.3011,             0.00098515,             0.00098515,             0.00098515
                      5,                 1.6972,                 2.7821,                 2.0999,                0.29738,                0.19673,                0.13336,                0.05638,                 1.9869,                 2.9764,                 2.3256,              0.0009802,              0.0009802,              0.0009802
                      6,                 1.6815,                 2.7723,                 2.0875,                0.33641,                0.24163,                0.17232,                0.07241,                 2.0238,                 2.7538,                 2.3257,             0.00097525,             0.00097525,             0.00097525
                      7,                 1.6614,                 2.7283,                 2.0695,                0.33691,                 0.2133,                0.16713,                 0.0708,                  1.934,                 3.0362,                 2.2585,              0.0009703,              0.0009703,              0.0009703
                      8,                 1.6534,                 2.6809,                 2.0589,                0.14185,                0.21827,                0.10357,                0.04163,                  2.064,                 3.6223,                 2.4098,             0.00096535,             0.00096535,             0.00096535
                      9,                 1.6322,                 2.6551,                 2.0423,                0.25492,                0.24855,                0.18603,                0.08439,                 1.7833,                 2.7161,                 2.1371,              0.0009604,              0.0009604,              0.0009604
