                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.9865,                 3.6054,                 2.3702,                0.02143,                0.10131,                0.01874,                0.00484,                 2.3677,                    inf,                 3.1415,               0.067611,             0.00032716,             0.00032716
                      1,                 1.8029,                 3.1832,                 2.2606,                 0.3882,                0.06433,                0.03016,                0.00759,                 2.4873,                 8.3001,                 3.1004,               0.034608,             0.00065722,             0.00065722
                      2,                 1.7931,                 3.0922,                 2.2473,                0.13329,                0.07036,                0.01705,                0.00495,                  2.494,                 4.3668,                 3.0353,              0.0016013,             0.00098399,             0.00098399
                      3,                 1.7834,                 3.0634,                 2.2411,                0.18999,                0.11903,                0.04766,                 0.0139,                 2.4703,                 3.5595,                 2.8621,             0.00098515,             0.00098515,             0.00098515
                      4,                 1.7602,                 3.0087,                 2.2171,                0.18534,                0.15366,                0.05979,                0.02159,                 2.1717,                 3.9354,                 2.5327,             0.00098515,             0.00098515,             0.00098515
                      5,                 1.7388,                 2.9429,                 2.1877,                0.24163,                0.14081,                0.07936,                 0.0264,                 2.3145,                 4.5867,                 2.6686,              0.0009802,              0.0009802,              0.0009802
                      6,                 1.7291,                  2.929,                  2.184,                0.27964,                0.19989,                0.11911,                0.05141,                  1.846,                 3.0913,                 2.2538,             0.00097525,             0.00097525,             0.00097525
                      7,                 1.7103,                 2.8779,                 2.1591,                0.28642,                0.16551,                0.10449,                0.04251,                 1.9917,                 3.0761,                 2.3524,              0.0009703,              0.0009703,              0.0009703
                      8,                 1.7037,                 2.8459,                 2.1547,                0.14638,                0.21539,                0.10738,                0.03669,                 2.1264,                 3.2912,                 2.4818,             0.00096535,             0.00096535,             0.00096535
                      9,                 1.6825,                 2.8242,                 2.1337,                0.23357,                0.16969,                0.09326,                0.03605,                 2.0101,                 3.7418,                 2.4018,              0.0009604,              0.0009604,              0.0009604
                     10,                  1.687,                 2.8046,                 2.1365,                0.22496,                0.22738,                0.14617,                0.07166,                 1.7475,                 2.8248,                 2.1406,             0.00095545,             0.00095545,             0.00095545
                     11,                 1.6876,                 2.8018,                 2.1337,                0.22795,                0.20062,                0.13832,                0.05422,                 1.9829,                 2.8642,                 2.3164,              0.0009505,              0.0009505,              0.0009505
                     12,                 1.6564,                 2.7397,                 2.1053,                0.19685,                0.21155,                0.13183,                0.05663,                 1.9058,                 3.3222,                 2.2517,             0.00094555,             0.00094555,             0.00094555
                     13,                 1.6593,                 2.7418,                 2.1035,                0.22668,                0.19377,                0.12927,                0.05916,                 1.8602,                  2.964,                 2.2288,              0.0009406,              0.0009406,              0.0009406
                     14,                 1.6676,                 2.7414,                 2.1086,                 0.1852,                0.17357,                0.08547,                0.03246,                 2.1363,                 3.5613,                 2.5272,             0.00093565,             0.00093565,             0.00093565
                     15,                 1.6509,                  2.713,                 2.1011,                0.21921,                0.22327,                0.14138,                0.05814,                 1.9719,                 2.8848,                 2.3114,              0.0009307,              0.0009307,              0.0009307
                     16,                 1.6398,                 2.6863,                 2.0862,                0.26252,                 0.2522,                0.17361,                0.07423,                 1.9379,                 2.7022,                 2.2993,             0.00092575,             0.00092575,             0.00092575
                     17,                  1.646,                 2.6776,                 2.0893,                0.25472,                0.22542,                0.15992,                0.08886,                 1.6523,                   2.76,                 2.0586,              0.0009208,              0.0009208,              0.0009208
                     18,                 1.6344,                 2.6756,                 2.0839,                0.27345,                0.24664,                0.16817,                 0.0827,                 1.7827,                 2.8092,                 2.1276,             0.00091585,             0.00091585,             0.00091585
                     19,                 1.6405,                 2.6517,                 2.0829,                0.24124,                 0.2009,                0.13436,                0.04992,                 2.1276,                 3.1016,                 2.5277,              0.0009109,              0.0009109,              0.0009109
                     20,                  1.624,                 2.6193,                 2.0706,                0.26955,                0.23792,                0.18455,                0.08595,                 1.8581,                 2.8181,                  2.224,             0.00090595,             0.00090595,             0.00090595
                     21,                 1.6198,                 2.6244,                  2.065,                0.30284,                0.21988,                0.19293,                0.08041,                 1.9602,                 2.7347,                 2.3016,               0.000901,               0.000901,               0.000901
                     22,                 1.6263,                 2.6353,                  2.075,                0.28712,                0.24729,                0.19593,                0.10328,                 1.6834,                 2.6783,                 2.0716,             0.00089605,             0.00089605,             0.00089605
                     23,                 1.6188,                 2.6109,                 2.0627,                0.29281,                0.22072,                0.18637,                0.09079,                 1.7897,                 2.7282,                 2.1497,              0.0008911,              0.0008911,              0.0008911
                     24,                 1.6154,                 2.6048,                 2.0562,                0.37677,                0.26594,                0.23532,                0.11101,                 1.8117,                 2.4728,                 2.1468,             0.00088615,             0.00088615,             0.00088615
                     25,                 1.6208,                 2.5869,                 2.0581,                0.30789,                0.26155,                0.21228,                0.11432,                 1.6554,                 2.5973,                 2.0333,              0.0008812,              0.0008812,              0.0008812
                     26,                 1.6051,                 2.5817,                 2.0449,                 0.3589,                 0.2591,                0.23108,                0.10918,                 1.7956,                 2.6051,                 2.1374,             0.00087625,             0.00087625,             0.00087625
                     27,                 1.6035,                 2.5665,                 2.0457,                0.29398,                0.27195,                0.20533,                0.08811,                 2.0101,                  2.715,                 2.4051,              0.0008713,              0.0008713,              0.0008713
                     28,                 1.5999,                 2.5468,                 2.0438,                 0.2946,                0.27286,                 0.2094,                0.09781,                 1.8702,                  2.626,                 2.2158,             0.00086635,             0.00086635,             0.00086635
                     29,                 1.5865,                 2.5417,                 2.0412,                0.31925,                0.26093,                0.21206,                0.11579,                 1.6209,                 2.5148,                 2.0067,              0.0008614,              0.0008614,              0.0008614
                     30,                 1.5981,                 2.5489,                  2.037,                0.38749,                0.27136,                0.24916,                0.13456,                 1.6262,                 2.6774,                 1.9759,             0.00085645,             0.00085645,             0.00085645
