                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.8835,                 3.3281,                  2.435,                0.24958,                0.11028,                0.02887,                0.00852,                 2.4426,                 6.9662,                  3.015,               0.067081,             0.00033251,             0.00033251
                      1,                  1.861,                 3.3058,                 2.4003,                0.15441,                0.08292,                0.03089,                0.00905,                 2.4263,                 5.1483,                 2.9489,               0.034078,             0.00066255,             0.00066255
                      2,                 1.8274,                 3.2333,                  2.348,                0.29513,                0.14168,                0.07083,                0.01958,                 2.4289,                 3.3996,                 2.9283,              0.0010712,             0.00098929,             0.00098929
                      3,                 1.8004,                 3.1804,                 2.3109,                0.21721,                0.14978,                0.07768,                 0.0223,                 2.3225,                 3.3533,                 2.7789,             0.00098515,             0.00098515,             0.00098515
                      4,                 1.7614,                 3.0977,                 2.2774,                0.33495,                0.14679,                 0.0926,                 0.0294,                 2.2289,                 3.1723,                 2.6617,             0.00098515,             0.00098515,             0.00098515
                      5,                 1.7437,                  3.025,                 2.2558,                0.31285,                0.16926,                0.08164,                0.02378,                 2.2818,                 3.3875,                 2.7294,              0.0009802,              0.0009802,              0.0009802
                      6,                  1.719,                 2.9937,                 2.2324,                0.26403,                 0.1921,                0.11759,                0.04301,                 2.0864,                 2.8712,                 2.5115,             0.00097525,             0.00097525,             0.00097525
                      7,                 1.6975,                 2.9286,                 2.2073,                0.35261,                0.19307,                0.12504,                0.05666,                 1.8442,                  2.982,                 2.2538,              0.0009703,              0.0009703,              0.0009703
                      8,                 1.6771,                  2.885,                 2.1987,                0.28247,                0.22144,                0.15088,                0.06225,                 1.9564,                 2.7891,                 2.3927,             0.00096535,             0.00096535,             0.00096535
                      9,                 1.6551,                 2.8402,                 2.1778,                0.19964,                0.21506,                0.14398,                0.07353,                  1.775,                 2.7477,                 2.2091,              0.0009604,              0.0009604,              0.0009604
                     10,                 1.6493,                 2.8149,                 2.1742,                0.21871,                0.23182,                0.16139,                0.08011,                 1.8152,                 2.6276,                 2.2146,             0.00095545,             0.00095545,             0.00095545
                     11,                 1.6374,                 2.7723,                 2.1538,                0.30512,                0.22231,                0.15638,                0.07912,                 1.7334,                 2.5995,                 2.1498,              0.0009505,              0.0009505,              0.0009505
                     12,                  1.624,                  2.742,                 2.1438,                0.32501,                0.26311,                0.18195,                0.09659,                 1.7191,                 2.5534,                 2.1335,             0.00094555,             0.00094555,             0.00094555
                     13,                 1.6171,                 2.7271,                 2.1343,                0.25588,                0.24049,                0.18671,                0.09932,                 1.7456,                 2.5151,                 2.1675,              0.0009406,              0.0009406,              0.0009406
                     14,                 1.6094,                 2.7144,                 2.1328,                0.26899,                 0.2732,                0.20931,                 0.1152,                 1.6174,                 2.4703,                  2.052,             0.00093565,             0.00093565,             0.00093565
                     15,                 1.6002,                 2.6811,                 2.1263,                 0.2093,                0.23025,                0.14779,                0.08018,                 1.6982,                 2.9403,                 2.1192,              0.0009307,              0.0009307,              0.0009307
                     16,                 1.5935,                 2.6441,                 2.1124,                0.31279,                0.28772,                0.22649,                0.11694,                 1.7078,                 2.3713,                 2.1186,             0.00092575,             0.00092575,             0.00092575
                     17,                 1.5819,                 2.6365,                 2.1075,                0.29125,                0.25921,                0.18552,                 0.1053,                 1.6648,                 2.5343,                 2.0863,              0.0009208,              0.0009208,              0.0009208
                     18,                 1.5668,                 2.6195,                 2.0939,                0.29258,                0.28543,                0.22499,                0.12902,                 1.5845,                  2.364,                 2.0203,             0.00091585,             0.00091585,             0.00091585
                     19,                 1.5583,                 2.5772,                 2.0829,                0.30531,                0.26179,                0.22282,                0.12327,                 1.7131,                 2.3921,                 2.1271,              0.0009109,              0.0009109,              0.0009109
                     20,                 1.5647,                  2.567,                 2.0899,                0.33121,                0.26284,                0.24568,                0.13465,                 1.6445,                 2.2954,                 2.0562,             0.00090595,             0.00090595,             0.00090595
                     21,                 1.5496,                 2.5542,                   2.08,                0.36019,                0.31848,                0.25477,                 0.1505,                 1.5629,                 2.2537,                 1.9917,               0.000901,               0.000901,               0.000901
                     22,                 1.5522,                  2.553,                 2.0853,                0.32974,                0.31366,                0.25724,                0.15782,                 1.5662,                 2.2757,                 1.9848,             0.00089605,             0.00089605,             0.00089605
                     23,                 1.5371,                 2.5224,                 2.0667,                0.36748,                0.30002,                 0.2572,                0.13917,                 1.6833,                 2.3209,                 2.0873,              0.0008911,              0.0008911,              0.0008911
                     24,                  1.536,                 2.5459,                 2.0653,                0.39257,                0.30345,                0.27247,                0.16156,                 1.5633,                 2.2486,                 1.9824,             0.00088615,             0.00088615,             0.00088615
                     25,                 1.5362,                 2.5132,                 2.0621,                0.31847,                 0.3097,                0.24322,                0.13412,                 1.6912,                 2.2915,                 2.0919,              0.0008812,              0.0008812,              0.0008812
                     26,                 1.5233,                 2.4935,                 2.0495,                 0.3358,                0.30946,                0.27416,                0.15854,                 1.6187,                 2.2269,                  2.027,             0.00087625,             0.00087625,             0.00087625
                     27,                 1.5208,                 2.4714,                 2.0475,                  0.399,                0.32708,                0.29499,                0.16966,                 1.6068,                 2.1994,                 2.0265,              0.0008713,              0.0008713,              0.0008713
                     28,                 1.5103,                 2.4532,                  2.042,                0.42399,                0.30956,                0.29749,                 0.1699,                 1.5771,                 2.2239,                 1.9967,             0.00086635,             0.00086635,             0.00086635
                     29,                 1.5125,                   2.45,                  2.047,                0.38498,                0.31664,                0.28539,                0.17846,                 1.4273,                 2.1511,                 1.8598,              0.0008614,              0.0008614,              0.0008614
                     30,                  1.525,                 2.4631,                 2.0446,                0.38454,                0.31369,                0.29769,                0.18376,                 1.5099,                 2.1767,                 1.9266,             0.00085645,             0.00085645,             0.00085645
                     31,                 1.4883,                 2.3893,                 2.0161,                0.42314,                0.32886,                 0.3199,                0.20333,                 1.4856,                 2.0941,                 1.9086,              0.0008515,              0.0008515,              0.0008515
                     32,                 1.4903,                 2.4249,                 2.0311,                0.40469,                0.33503,                0.29249,                0.18522,                 1.3833,                 2.1184,                 1.8275,             0.00084655,             0.00084655,             0.00084655
                     33,                 1.4955,                  2.411,                 2.0274,                 0.4619,                 0.3161,                0.31559,                0.19154,                 1.4877,                 2.1133,                 1.9179,              0.0008416,              0.0008416,              0.0008416
                     34,                 1.4858,                  2.379,                 2.0136,                0.49367,                0.32498,                0.32393,                0.21697,                 1.3458,                 2.0566,                 1.7967,             0.00083665,             0.00083665,             0.00083665
                     35,                 1.4746,                 2.3632,                 2.0074,                 0.4249,                0.34188,                0.32356,                0.20731,                 1.3908,                 2.0478,                 1.8225,              0.0008317,              0.0008317,              0.0008317
                     36,                 1.4763,                 2.3585,                 2.0109,                0.44571,                0.31638,                0.32662,                0.20397,                 1.4648,                 2.0503,                 1.8773,             0.00082675,             0.00082675,             0.00082675
                     37,                 1.4774,                 2.3609,                 2.0137,                0.45068,                0.31059,                0.29951,                0.18965,                 1.4803,                  2.123,                 1.9064,              0.0008218,              0.0008218,              0.0008218
                     38,                 1.4626,                 2.3338,                 1.9981,                0.49937,                 0.3021,                0.33321,                0.20891,                 1.4443,                  2.048,                 1.8806,             0.00081685,             0.00081685,             0.00081685
                     39,                 1.4665,                 2.3401,                 1.9963,                0.48772,                0.34432,                0.34103,                0.22232,                 1.3612,                 2.0146,                 1.8049,              0.0008119,              0.0008119,              0.0008119
                     40,                 1.4544,                 2.3103,                 1.9947,                0.44984,                 0.3585,                0.35828,                0.23339,                 1.3665,                  1.994,                 1.8115,             0.00080695,             0.00080695,             0.00080695
                     41,                 1.4538,                 2.3043,                  1.988,                0.44828,                0.34438,                0.33688,                0.21716,                 1.3822,                 2.0166,                 1.8171,               0.000802,               0.000802,               0.000802
                     42,                 1.4406,                  2.283,                 1.9753,                0.47133,                 0.3468,                0.35149,                0.23234,                 1.3403,                 2.0147,                 1.7859,             0.00079705,             0.00079705,             0.00079705
                     43,                 1.4432,                  2.295,                 1.9772,                0.46465,                0.36858,                0.36072,                0.22549,                 1.4819,                 1.9888,                 1.8857,              0.0007921,              0.0007921,              0.0007921
                     44,                 1.4297,                 2.2603,                 1.9741,                0.48582,                0.33744,                0.35389,                0.22594,                 1.3797,                 1.9576,                 1.8168,             0.00078715,             0.00078715,             0.00078715
                     45,                 1.4276,                 2.2547,                 1.9702,                0.46709,                0.34996,                0.35464,                 0.2188,                 1.4387,                 1.9874,                  1.859,              0.0007822,              0.0007822,              0.0007822
                     46,                 1.4287,                 2.2532,                 1.9663,                0.49227,                0.36078,                0.36426,                0.21958,                 1.4753,                 1.9785,                 1.8858,             0.00077725,             0.00077725,             0.00077725
                     47,                 1.4267,                 2.2375,                 1.9623,                0.42463,                0.35535,                0.35411,                0.21938,                 1.4835,                 1.9913,                  1.889,              0.0007723,              0.0007723,              0.0007723
                     48,                 1.4024,                 2.2172,                 1.9406,                0.48404,                0.35622,                0.36887,                0.24347,                 1.3277,                 1.9329,                 1.7761,             0.00076735,             0.00076735,             0.00076735
                     49,                 1.4022,                 2.2108,                 1.9412,                0.48983,                0.37065,                0.38314,                0.24822,                 1.4102,                 1.9274,                 1.8398,              0.0007624,              0.0007624,              0.0007624
                     50,                 1.4108,                 2.2323,                 1.9462,                0.46901,                0.36722,                0.37107,                0.24005,                 1.4267,                 1.9665,                 1.8434,             0.00075745,             0.00075745,             0.00075745
                     51,                 1.4055,                 2.2024,                 1.9484,                0.51704,                0.37119,                0.39289,                0.25156,                 1.4343,                 1.8793,                 1.8529,              0.0007525,              0.0007525,              0.0007525
                     52,                 1.3932,                 2.1816,                 1.9355,                0.51918,                0.36447,                0.37447,                0.25137,                 1.3346,                 1.9072,                 1.7748,             0.00074755,             0.00074755,             0.00074755
                     53,                 1.3922,                 2.1759,                 1.9362,                0.54581,                0.37151,                0.38704,                0.24588,                 1.4567,                 1.9008,                 1.8703,              0.0007426,              0.0007426,              0.0007426
                     54,                 1.3991,                 2.1778,                 1.9364,                0.53787,                0.38437,                0.39455,                 0.2582,                 1.3382,                 1.8535,                 1.7703,             0.00073765,             0.00073765,             0.00073765
                     55,                 1.3956,                 2.1805,                 1.9337,                0.56422,                0.35327,                 0.3974,                 0.2556,                 1.3942,                 1.8948,                 1.8154,              0.0007327,              0.0007327,              0.0007327
                     56,                 1.3765,                 2.1285,                 1.9146,                 0.5006,                0.40258,                0.39922,                0.26978,                 1.2974,                 1.8599,                 1.7427,             0.00072775,             0.00072775,             0.00072775
                     57,                 1.3861,                 2.1506,                 1.9202,                0.47952,                0.39675,                0.40021,                0.26145,                 1.3819,                 1.8755,                 1.8011,              0.0007228,              0.0007228,              0.0007228
                     58,                 1.3755,                 2.1408,                 1.9123,                0.49704,                0.40315,                0.40992,                0.25848,                 1.4526,                 1.8371,                 1.8607,             0.00071785,             0.00071785,             0.00071785
                     59,                 1.3772,                 2.1413,                 1.9216,                0.56197,                0.38846,                0.41686,                0.27739,                 1.3253,                 1.8313,                 1.7541,              0.0007129,              0.0007129,              0.0007129
                     60,                 1.3617,                 2.1143,                 1.9068,                 0.4826,                0.40393,                0.40447,                 0.2641,                 1.3797,                 1.8509,                 1.7921,             0.00070795,             0.00070795,             0.00070795
                     61,                 1.3527,                 2.1043,                 1.8997,                0.53322,                0.38481,                0.42064,                0.28784,                 1.2945,                 1.8215,                 1.7346,               0.000703,               0.000703,               0.000703
                     62,                 1.3511,                    2.1,                 1.8953,                0.54142,                0.41416,                0.43914,                0.29914,                 1.2612,                 1.7517,                  1.701,             0.00069805,             0.00069805,             0.00069805
                     63,                 1.3467,                  2.089,                 1.8866,                0.55028,                0.38432,                0.42689,                0.29589,                 1.2765,                 1.7764,                 1.7047,              0.0006931,              0.0006931,              0.0006931
                     64,                 1.3431,                 2.0849,                 1.8885,                0.53422,                0.41668,                0.43307,                0.29584,                 1.2907,                 1.7865,                 1.7206,             0.00068815,             0.00068815,             0.00068815
                     65,                 1.3485,                 2.0793,                 1.8876,                0.53213,                0.41448,                0.43195,                0.29851,                 1.2674,                  1.766,                 1.6903,              0.0006832,              0.0006832,              0.0006832
                     66,                 1.3418,                 2.0487,                 1.8863,                0.54087,                 0.4263,                0.44308,                0.30772,                 1.2282,                 1.7388,                  1.665,             0.00067825,             0.00067825,             0.00067825
                     67,                 1.3402,                 2.0627,                 1.8817,                0.54827,                0.40673,                0.43995,                0.30882,                 1.2342,                 1.7655,                 1.6636,              0.0006733,              0.0006733,              0.0006733
                     68,                 1.3275,                  2.053,                 1.8705,                0.55559,                0.41821,                0.43805,                0.30224,                 1.2896,                 1.7742,                 1.7129,             0.00066835,             0.00066835,             0.00066835
                     69,                  1.318,                 2.0334,                 1.8664,                0.57418,                0.42101,                0.45472,                0.31997,                 1.2133,                 1.7084,                 1.6546,              0.0006634,              0.0006634,              0.0006634
                     70,                 1.3165,                 2.0491,                 1.8646,                0.55448,                0.40576,                0.43384,                0.30851,                 1.1752,                 1.7381,                 1.6374,             0.00065845,             0.00065845,             0.00065845
                     71,                 1.3174,                 2.0202,                 1.8616,                0.55699,                  0.419,                0.44994,                0.31759,                 1.2329,                 1.7434,                 1.6738,              0.0006535,              0.0006535,              0.0006535
                     72,                 1.3192,                  2.026,                 1.8657,                0.54422,                0.42099,                0.43822,                 0.3072,                 1.2311,                 1.7546,                  1.675,             0.00064855,             0.00064855,             0.00064855
