                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.1466,                  3.521,                 1.5237,                0.32248,                0.15715,                 0.0842,                0.05223,                 1.2583,                 3.1702,                 1.6677,               0.070234,              0.0033073,              0.0033073
                      1,                 1.1566,                 2.7702,                 1.5197,                0.14754,                0.23558,                0.11819,                0.07291,                 1.2625,                 3.1099,                 1.6675,               0.040169,              0.0065749,              0.0065749
                      2,                 1.2076,                 2.6109,                 1.5453,                0.07094,                0.10787,                0.02894,                0.01504,                  1.923,                  4.281,                 2.3935,               0.010037,              0.0097765,              0.0097765
                      3,                 1.3043,                 2.6303,                 1.6349,                0.08088,                0.17205,                0.05665,                0.03136,                 1.5589,                 4.9805,                 1.8953,               0.009703,               0.009703,               0.009703
                      4,                 1.2927,                 2.5229,                 1.6314,                0.12124,                0.24065,                0.08594,                0.04953,                 1.4846,                 3.5367,                 1.8559,               0.009703,               0.009703,               0.009703
                      5,                 1.2556,                 2.4273,                 1.6051,                0.20975,                0.20669,                0.13402,                0.08312,                 1.4324,                 2.8149,                 1.8173,               0.009604,               0.009604,               0.009604
                      6,                 1.2395,                 2.3352,                 1.5871,                0.21924,                0.21833,                0.15367,                 0.0924,                 1.3881,                 2.6395,                 1.7668,               0.009505,               0.009505,               0.009505
                      7,                  1.207,                 2.2665,                 1.5661,                0.20582,                 0.2719,                0.15322,                0.09587,                 1.3827,                  2.991,                 1.7652,               0.009406,               0.009406,               0.009406
                      8,                 1.1943,                 2.2058,                 1.5548,                0.33044,                0.25288,                0.21731,                 0.1467,                 1.3475,                 2.6019,                 1.7718,               0.009307,               0.009307,               0.009307
                      9,                 1.1773,                  2.167,                 1.5461,                0.23455,                0.31134,                0.15629,                0.10596,                 1.3124,                 2.9451,                 1.7277,               0.009208,               0.009208,               0.009208
                     10,                 1.1619,                 2.0931,                   1.53,                0.31132,                0.28262,                0.21706,                0.15087,                 1.2772,                 2.6359,                 1.6782,               0.009109,               0.009109,               0.009109
                     11,                  1.144,                 2.0546,                 1.5158,                0.33212,                 0.3438,                0.26694,                0.18036,                 1.2315,                 2.3689,                 1.6345,                0.00901,                0.00901,                0.00901
                     12,                 1.1297,                 2.0379,                 1.5075,                0.35161,                0.31002,                0.26181,                0.18148,                 1.2691,                 2.3834,                 1.6768,               0.008911,               0.008911,               0.008911
                     13,                 1.1323,                 2.0082,                 1.5085,                0.33234,                0.31611,                0.27513,                 0.1963,                 1.2423,                 2.4125,                 1.6477,               0.008812,               0.008812,               0.008812
                     14,                 1.1112,                 1.9616,                 1.4884,                0.34807,                  0.265,                0.22032,                0.15665,                 1.2538,                  2.488,                 1.6669,               0.008713,               0.008713,               0.008713
                     15,                 1.1029,                 1.9496,                 1.4856,                 0.3397,                 0.2871,                0.25915,                0.17983,                 1.2254,                 2.3762,                 1.6414,               0.008614,               0.008614,               0.008614
